platform,review_text,rating,review_date,source_url
google_reviews,"SENSATIONAL PIZZA 🥇🥇

Had a urge for 2 slices and just happened to see Joe’s Pizza up the block. Luckily there were 2 parking spots out front.

Ran over quickly and grabbed a regular slice & mushroom slice to go. Not much of a wait for the winter season. But there is usually a line by the door.

Pizza done just right. Thin crust with a flavorful tomato sauce and cheese still oozing a bit. 👍👍",5,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Cash only!

A no-nonsense place to get a solid slice of pizza or a whole pie. I enjoyed the cheese and the mozzarella slices the most especially after adding some oregano and garlic powder.

I also noticed, If you give a tip the worker will often heat your slice before handing it over. This can be really clutch if you happen to get it by the slice, you can get unlucky with one of the last slices from what they have out.",5,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"The pizza was thin, firm, and very tasty. My experience was during lunch and it was very crowded. If you go plan on standing or waiting for a table. When your getting a pizza where Spiderman worked your gonna have crowds. Solid slice for the money!",4,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Probably the most famous pizza joint in NYC — and for good reason! There are several Joe’s Pizza locations around the city, but the Carmine Street one is the original and has that classic, historic vibe.

I got a pepperoni slice and it was really good — fresh, hot, and full of flavor. It’s cash only, but there’s an ATM right at the front, so no problem there.

A must-visit for anyone who loves authentic New York pizza!",5,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Joe’s Pizza was honestly underwhelming. The pizza itself was average at best and definitely not worth the hype. What made the experience worse was that they only accept cash, so I had to find an ATM and pay extra fees just to order. The place felt dirty, and watching the person at the counter drop slices directly on the counter was pretty off-putting. Overall, nothing about the experience justifies the high ratings—there are much better pizza spots in Manhattan.",2,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"It’s a pizza, essentially just flour and simple ingredients. I understand that many people enjoy pizza, but let’s be honest: the quality here doesn’t match the $5–6 price per slice.

The place itself was dirty, had no service, and only accepted cash.

Overall, not worth the cost.",2,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Awesome pizza! Try and go at weird times or you might have to wait in line. Also, super limited seating, true New York slice of pizza though, and cheap!",5,2 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,We got a slice with pepperoni for 5.50 each (this seemed a little expensive…). The pizza slice was good and big but extremely greasy. Someone next to me even had to absorb the oil with a napkin before eating… But except that it was good. I went because it’s iconic but wouldn’t come again,4,7 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"It's a New York City staple, a slice of cheese pizza will light up your heart. Slices come out of the oven hot, and there's enough foot traffic to ensure it doesn't sit around. Joe's pizza is one of the best Top 10 for NYC pizza in my opinion. The dough is nice and fresh well done is a must...cheese and sauce as a whole phenomenal. The staff and servers are friendly and polite. Lines aren't too bad, and move quickly. The stream of tourists is a good indication of how popular this place is. There's a park across from it to sit and eat...100% recommend!",5,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Excellent NYC pizza!   We got in pretty quickly. Cash only. And the ATM right by the entrance - $3.50 fee.    $5 slice of regular.
Better off buying.a whole pie.",5,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Bought a few slices of pepperoni and combo. The pepperoni was a good sized slice covered in pepperoni. Add some pepper flakes and this tastes great for a late night bite. Pepperoni is their most popular and they get purchased as soon as they come out of the oven. The combo is a solid choice as well if you want a little more of everything on your pizza. The green peppers have a good crunch to them and it’s generously portioned with mushroom and olives too. Lines move pretty fast despite how long they can get even at late hours. The staff are no nonsense and quick to get you your slices and pies. The general atmosphere is busy with lots of decor proving how long they’ve been around from all the celebrity photos over the years. Generally not much in the way of seating, it’s mostly standing space which is fine inside and outside. Can get pretty hot outside so it’s nice they have a front window open to let some cool air in to offset the hot ovens.",5,8 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"If you want to try the classic NYC cheese slice this is a great place. Nothing fancy.. the sauce is good, the crust is ok, it is not as cruncy as other slices like Bleecker street. I personally prefer Bleecker street pizza, but this one is good too.",4,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Super fast service, cool vibes, and grumpy (in a good way) servers who know what they’re doing. Solid pizza overall but it’s much MUCH better straight out of the oven (obviously) than after it’s been resting so definitely worth waiting a few minutes for a fresh batch
Cash only is a downside",4,3 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"The pizza was excellent—light, flavorful, and not greasy at all. It was served at a good temperature and counter crew was super friendly too . The dough was perfectly thin, with just the right texture. Overall, a great spot.",5,7 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,I thought that this pizza slice was good but not exceptional given all of the hype and praise it receives in the media. It is cash only as a heads up and the workers weren’t the most welcoming. I would have liked the slice just a bit crispier and less greasy. It is overall still a good slice worth trying but there are better options out there.,4,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"The pizza was excellent—light, flavorful, and not greasy at all. It was served at a good temperature (though I wouldn’t have minded it being a touch hotter). The dough was perfectly thin, with just the right texture, and you can really tell the difference that quality water makes. Overall, a great spot for a quick and satisfying fix—I’d definitely come back.”",5,8 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,Finally had a chance to see if the hype was real about this pizza and it was! Nice thin and crispy pizza perfect ratio of sauce to cheese to crust small spot grab a slice and go or a pie 4.50 a slice but quality and taste was worth it not greasy great slice great quick bite,5,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Out of town family wanted to check JOE'S Pizza out. Nice and fresh just of course busy due all the customers.  Thankfully the weather was still nice we could eat outside.
The area was really cool and historic in some parts.",4,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"CASH ONLY! UGHHHH. Anyway, went to Joe’s (after dinner lol) and was great. Don’t expect crazy service, it is what it is. I wish they would warm the slices but understand they don’t to control the flow of people. Old school for sure and worth the visit, even if cash only…but come on, at least introduce Apple Pay!",4,3 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,Don't go there for the atmosphere. Good to tick off the tourist list. The pizza is nice. Situated in heart of a food lover's heaven in NY. Go for a walk to other places in the area. Yes this pizza place needs a bouncer !!,4,5 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Speedy, excellent slice and similar price to all ‘hot spots’.
Famous for a reason, lots of people will always say it’s not the best, but it’s always gonna be a top 10 for consistency across branches over the years!",5,3 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"This was our first time visiting here.  Friendly staff & great customer service.  The pizza was amazing & delicious.  Definitely, will travel back for the pizza. CASH ONLY place!",5,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"We tried Joe’s Pizza for the first time and ordered a full pizza—it was huge! We went with the spinach on a tomato base, and it was fantastic. Fresh ingredients, great flavor, and that classic New York thin crust made it a perfect first experience. You have to wait a bit in the queue but The vibe is great.",5,7 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Delicious, classic Manhattan staple. Open late, hot and fresh pizza. Huge NY slices. Super loud and crowded. Worth it every time. We love Joe’s.",5,5 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Amazing pizza! If you can, visit this spot instead of the times square one. There is much smaller queue :)",5,5 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Quintessential NYC pizza at its finest. Nothing fancy, nothing crazy, just walk in grab a slice or two and go. No two hours lines, no attitude just friendly people and a great slice.  #doyouknowrex",5,7 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Was expecting a little seating, but stayed for the pizza 🍕
Super busy, super fast service, and now I get the hype. Just a simple cheese slice — soft inside, crispy crust, no overthinking. Limited options, but I guess that’s what keeps it quick and good.",4,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Honestly, nothing special. It’s just the usual pizza. I’ve had better. But the service was good. Long lines but quick. The pizza was affordable as well for its size. 😊",4,8 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,First ever New York pizza for me (yeah I’m not living in the US). Crunchy / crispy dough and very soft and yummy toppings. Would definitely recommend going here. But keep in mind cash only,5,8 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,I am convinced that might be the best pizza I have ever had.  My son tells me it is exactly what he was hoping for and he was not disappointed.  The crust was amazing.  The cheese was fantastic.  The under-char was perfect.  The pizza oozes NYC.  I'm so glad I went.,5,11 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"You can only pay with cash, not by card, but there’s an ATM right in front of Joe’s Pizza to withdraw money. The pizzas were very, very good. I’ll definitely keep it in mind for my next trip",5,5 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Absolutely the BEST cheese pizza in NYC!

Joe’s Pizza is a New York City legend for a reason. The cheese slice here is perfection—crispy, thin crust with just the right amount of chew, tangy tomato sauce, and perfectly melted mozzarella that stretches with every bite. It’s simple, classic, and absolutely addictive.

No frills, just authentic NYC street pizza done right. Whether you're a local or visiting the city for the first time, this is a must-stop. Grab a slice, stand at the counter, and experience what real New York pizza is all about.

Pro tip: don’t overthink it—just get the cheese slice. It’s what they’re famous for, and it never disappoints.",5,11 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,CASH Only! Great classic NY slice. It was a little char and crispy. I would come back.,4,4 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Classic NY joint. Best one down in the Village on Carmine but if you're in midtown and you got the hankering,  the Times Square one will do,  but it's often jammed with tourists and had a long line unless it's crappy weather. Get the Sicilian. You won't be disappointed.",5,2 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,Their pizzas weren’t good at all considering all the fame and hype of the chain. It felt like the pizzas you’d find at a school cafeteria. The service and atmosphere were as to be expected for a pizza chain.,3,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,Great pizza. Worth queing if in a central location. Great value for money,5,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,Got a slice after drinks and there was a small line and nowhere really to eat. The vibe feels very classic new York. The pizza itself was pretty good but I'm giving 4 stars because they didn't warm it up and it tasted a little stale. The fresh cheese slice our friend had was much better. Great price though.,4,a year ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,Joes was a great slice! We were there later and there was no line and a place to sit.,5,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Awesome pizza for a good price. Nothing better than a slice of pizza in NYC. Love this spot. It's fast and the white pie is so good I could eat a whole pie. Thin perfect crust, perfect seasoning. Have to leave the city so I don't eat here 5 times a day.",5,10 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"Great no frills place in the heart of New York.

Famous for appearing in Spiderman 2, this pizza place serves up a bit of nostalgia for movie buffs.

They also have  a ""wall of fame"" of all the famous celebrities who have passed through the doors over the years including Oscar winner Adrien Brody.

Pizza slices are reasonably priced and massive! I didn't try it myself due to allergies however, my family thought it was one of the best margheritas they ever had 🤤",5,10 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,First time in NYC trying Joe's Pizza and we can say we get the hype! The spot is very small and crowded but other than that the service and food is pretty solid!,5,5 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"It’s decent. It’s not mind blowing or crazy unique, but it tastes pretty good, is iconic, and is easily accessible.",4,5 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"My friends and I went to Joe's Pizza and tried five different signature slices—each one was delicious! The crust was perfectly crispy, and the toppings were fresh. We had a great time, but the place was pretty crowded. Still, it’s definitely worth it for some of the best pizza in town!",4,a year ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
google_reviews,"A true example of what NY pizza is and should be. No frills , just a greatvwell made slice.",4,6 months ago,"https://www.google.com/maps/place/Joe's+Pizza/@40.7306597,-74.0021707,17z/data=!4m7!3m6!1s0x89c259924a960df1:0x43b20488619b3f43!8m2!3d40.7306597!4d-74.0021707!9m1!1b1?hl=en"
